Test,Row,Group,User,Question,Response,Comment
01,37,A,683,09,0,El efecto sonoro del TELEFONO no está ubicado donde recomienda la norma
01,104,A,1259,01,0,Para que toda persona pueda entender.
01,150,A,560,01,0,Los subtítulos tienen que ir en el margen inferior y en este vídeo están bailando en distintas posiciones continulamente
01,150,A,560,07,0,los distintos personajes tendrían que diferenciarse por colores
01,180,A,1097,14,0,no se debe separar en dos líneas sílabas de la misma palabra los sintagmas nominales verbales y preposicionales 
01,11,A,868,07,1,"Poner ""Emi"" y ""Ale"" puede llevar a error de identificación o comprensión de los personajes implicados"
01,11,A,868,09,1,Se podría haber descrito mejor el sonido de la llamada del teléfono. 
01,11,A,868,15,1,"El uso de puntos suspensivos puede llevar a errores de comprensión, ya que el matiz de lectura no puede apreciarse"
01,12,A,916,16,1,Ok
01,21,A,802,03,1,Mejor alineado a la izquierda
01,21,A,802,08,1,Mismo de antes y hay una frase en la que no se ve que el autor es Álex y luego sí añade cuando habla Emilio
01,37,A,683,15,1,Hay un uso de puntos suspensivos que marca una pausa que creo que no se debería identificar de ese modo
01,93,A,1020,11,1,Sin comentario.
01,93,A,1020,12,1,Sin comentario.
01,93,A,1020,14,1,Sin comentario.
01,93,A,1020,15,1,Sin comentario.
01,93,A,1020,16,1,Sin comentario.
01,93,A,1020,17,1,Sin comentario.
01,128,A,409,07,1,No sé si se entiende bien que solo se crean las tres primeras letras
01,137,A,496,17,1,Hay que utilizar expresiones correctas y que todo el mundo entienda.
01,138,A,498,15,1,No entiendo bien la inclusión ahí de los puntos suspensivos
01,180,A,1097,08,1,"no es necesario una ocupar una línea para cada personaje, porque podríamos saturar "
01,207,A,1126,09,1,Ok
01,5,A,4,17,2,xxx
01,21,A,802,16,2,No me ha parecido ver números
01,23,A,38,16,2,no salen números
01,68,A,59,15,2,Sólo se usa una vez. Creo recordar que se recomienda no usar
01,68,A,59,16,2,No se da el caso en este video.
01,77,A,73,05,2,correcta
01,77,A,73,11,2,correcto
01,77,A,73,13,2,Pondría otra tipografía adecuada y especializada para lectura en pantalla
01,77,A,73,14,2,ajustado
01,77,A,73,15,2,aporta entonación al texto escrito
01,77,A,73,16,2,nada que comentar
01,93,A,1020,01,2,Sin comentario.
01,93,A,1020,02,2,Sin comentario.
01,93,A,1020,03,2,Sin comentario.
01,93,A,1020,04,2,Sin comentario.
01,93,A,1020,05,2,Sin comentario.
01,93,A,1020,06,2,Sin comentario.
01,93,A,1020,07,2,Sin comentario.
01,93,A,1020,08,2,Sin comentario.
01,93,A,1020,09,2,Sin comentario.
01,93,A,1020,10,2,Sin comentario.
01,93,A,1020,13,2,Sin comentario.
01,98,A,211,09,2,Nada de añadir
01,98,A,211,10,2,Nada de añadir
01,98,A,211,15,2,Nada de añadir
01,98,A,211,16,2,Nada de añadir
01,98,A,211,17,2,Nada de añadir
01,108,A,281,15,2,No lo recuerdo
01,108,A,281,16,2,No lo recuerdo
01,108,A,281,17,2,No he visto
01,113,A,288,17,2,No he visto ninguna
01,118,A,317,10,2,un pelín retrasados
01,124,A,369,16,2,No aparecen números en el video
01,141,A,509,01,2,Deberían estar más abajo de la pantalla
01,142,A,519,15,2,No me he fijado si los tiene
01,170,A,850,07,2,Color para identificar a los distintos personajes
01,170,A,850,08,2,Podría separase
01,170,A,850,09,2,(Suena Teléfono)
01,170,A,850,15,2,No vi ...
01,170,A,850,16,2,No vi números
01,180,A,1097,15,2,Solo se deben de utilizar puntos suspensivos de acuerdo a las normas gramaticales 
01,206,A,1120,01,2,"Daba la sensación de que por fases oscilaban, estando mas arriba en algunos momentos y mas abajo en otros."
01,206,A,1120,03,2,"Daba la sensación de que por fases oscilaban, estando mas arriba en algunos momentos y mas abajo en otros."
01,206,A,1120,05,2,No me he fijado demasiado.
01,206,A,1120,06,2,No me he fijado demasiado.
01,206,A,1120,07,2,No recuerdo si el personaje principal se identifica.
01,206,A,1120,08,2,Nada que añadir.
01,206,A,1120,10,2,Nada que añadir.
01,207,A,1126,08,2,Ok
01,11,A,868,01,3,"Ubicados correctamente en la parte inferior de la pantalla, centrados, no más de dos líneas."
01,11,A,868,02,3,"Entre una y dos líneas, se puede indicar hasta una tercera, pero ya dificulta la lectura y comprensión "
01,11,A,868,06,3,Se podría haber indicado más concretamente el sonido de la llamada de teléfono
01,11,A,868,12,3,"Las líneas de texto no son demasiado extensas, por lo que son comprensibles "
01,12,A,916,12,3,Ok
01,12,A,916,15,3,Ok
01,21,A,802,01,3,En algún momento se sitúan un poco más arriba.
01,21,A,802,07,3,En algún texto no se ve el autor aunque continúe el diálogo iniciado por él
01,21,A,802,09,3,"quizá podría ponerse en lugar de teléfono, sonido de teléfono"
01,21,A,802,11,3,Alguno pasa muy rápidamente
01,37,A,683,01,3,La posición de los subtítulos va variando. Debería estar en la parte inferior de la pantalla
01,37,A,683,07,3,"Si bien los personajes están identificados por su nombre, creo que queda más claro cuando se identifican con colores"
01,68,A,59,17,3,"El protagonista no pronuncia correctamente las ""eses"" finales pero en los subtítulos aparecen correctamente donde deben aparecer"
01,72,A,224,01,3,Los subtítulos podrían mantenerse siempre en la misma ubicación y no desplazarse hacia arriba
01,72,A,224,02,3,"Podría hacerse una mayor división en la cantidad de líneas de texto que aparecen, pero la cantidad es adecuada"
01,72,A,224,08,3,Se identifica con facilidad las intervenciones de cada persona
01,72,A,224,09,3,Se indica el momento en el que un sonido interfiere en el diálogo
01,72,A,224,11,3,La velocidad es adecuada para leer con tranquilidad los diálogos
01,72,A,224,12,3,No hay un número excesivo de caracteres por línea de diálogo
01,72,A,224,13,3,Es una tipografía legible que no dificulta la distinción de las letras
01,72,A,224,14,3,Es correcta la separación aunque podría aumentar el espacio entre líneas para no juntar en exceso cada renglón de la transcripción
01,73,A,867,11,3,"no he contado los caracteres por minuto, pero no me parece difícil de seguir, la norma dicta en casos 12 i en casos 15 caracteres "
01,76,A,428,12,3,Puede que haya muchos caracteres en alguna línea
01,77,A,73,04,3,Quizá el cuerpo del texto debería ser más book y menos bold
01,77,A,73,06,3,Transcribe lo que ocurre de manera bastante ajustada
01,77,A,73,07,3,Nombra a quien aparece en cada momento
01,77,A,73,10,3,bastante ajustado
01,77,A,73,12,3,"correcto, da tiempo a leer"
01,77,A,73,17,3,han de corregirse en la transcripcion
01,84,A,338,01,3,Cambio de posición en varias ocasiones a lo largo del vídeo. 
01,84,A,338,07,3,"Se distingue a los personajes, pero la etiqueta no muestra el nombre completo. "
01,84,A,338,09,3,Existe cierto retraso desde que suena el timbre hasta que ello se indica en los subtítulos.
01,84,A,338,10,3,A excepción del timbre.
01,96,A,196,03,3,JFDKFLDF
01,98,A,211,01,3,Nada de añadir
01,98,A,211,03,3,Nada de añadir
01,98,A,211,04,3,Nada de añadir
01,98,A,211,05,3,Nada de añadir
01,98,A,211,08,3,Nada de añadir
01,98,A,211,11,3,Nada de añadir
01,98,A,211,14,3,Nada de añadir
01,105,A,260,04,3,"Considero que amarillo sobre negro ofrece más contraste y facilidad de lectura, sobre todo cuando hay fondo blanco"
01,105,A,260,06,3,"Cuando es interrumpido por el teléfono, cuando lo oía sin sonido conectado me costó entender que estaba siendo interrumpido. Igual unos puntos suspensivos hubieran ayudado"
01,108,A,281,07,3,Se veía claro que perosnaje era
01,108,A,281,08,3,NO he notado nada
01,108,A,281,09,3,El teléfono me ha chocado
01,108,A,281,10,3,Bien
01,108,A,281,11,3,También correcta
01,116,A,298,01,3,Están situados en la parte interior y centrados 
01,116,A,298,03,3,"Aunque están en la parte inferior de la imagen, yo los habría puesto más hacia abajo"
01,116,A,298,09,3,"Se indica entre paréntesis el sonido del timbre teléfono, con la inicial en mayúsculas"
01,118,A,317,01,3,"Me han parecido correctos, pero no los necesitaba (cascos, ambiente tranquilo, sin problemas de audición)"
01,118,A,317,02,3,al principio estaban demasiado altos ¿no?
01,123,A,362,07,3,"En mayúsculas. El nombre no está completo, pero denota familiaridad"
01,137,A,496,01,3,Al estar en la parte de abajo facilita su lectura y no oculta la imagen que se esta mostrando. 
01,137,A,496,03,3,Por que tiene las dimensiones idóneas para que se pueda leer y ver con claridad lo que esta pasando en el video
01,137,A,496,04,3,Por que facilita su lectura.
01,137,A,496,05,3,"Me parece correcto, ya que yo soy un desastre con la gramática, me gusta ver las palabras escritas correctamente, para seguir mejorando a la hora de escribir. "
01,137,A,496,06,3,Me gusta leer exactamente lo que escucho. 
01,137,A,496,07,3,"Me parece muy bien, por que soy un desastre recordando nombres. "
01,137,A,496,08,3,"Hay que saber en cada momento quien habla, para que el dialogo tenga sentido, sino abecés te puedes confundir sino sabes exactamente quien dice que. "
01,137,A,496,09,3,Para saber que entra en escena un  nuevo personaje. 
01,137,A,496,10,3,"Si no se sincronizan, trabajo dificil de realizar, nos perderíamos en los diálogos, y confundiríamos lo que dice uno con lo que a dicho el otro. "
01,137,A,496,11,3,Da  tiempo a leerla.
01,137,A,496,12,3,Para mi esta bien. 
01,137,A,496,13,3,La tipografía deja leer claramente los subtítulos. 
01,137,A,496,15,3,Bien a si nos indica que el video continuara 
01,137,A,496,16,3,"No tengo ningún problema a demás algunos lectores de texto, no leen bien los números. "
01,138,A,498,02,3,Aunque al ser un texto corto se podría poner en una sola línea
01,138,A,498,10,3,Me a parecido no sincronizado el momento del diálogo 
01,138,A,498,11,3,La parte del diálogo me ha parecido algo rápida
01,146,A,536,02,3,1 o 2 líneas como máximo es lo correcto.
01,147,A,537,01,3,esta bien centrado
01,148,A,538,01,3,"Es adecuada según a lo que hemos ido aprendiendo. En algunos casos aparecen en la misma posición, es decir va moviéndose y no es muy adecuado."
01,148,A,538,02,3,"Es adecuada, los subtítulos van escritas en 2/3 líneas máximo y se cumple el requisito. Excepto en uno de los casos que en mi opinión, corta la frase al ponerla en 2 líneas y no en tres que es el máximo."
01,148,A,538,03,3,Facilidad a la hora de leerlos.
01,148,A,538,04,3,El contraste es el adecuado fondo negro y letras blancas.
01,148,A,538,05,3,De acuerdo
01,148,A,538,06,3,Se escribe tanto lo que  dice el locutor como los sonidos del audio y las voces habladas que se escuchan.
01,148,A,538,07,3,Están bien identificados
01,148,A,538,08,3,Van en orden de aparición
01,148,A,538,09,3,Se escribe entre paréntesis para indicarlo y es la forma adecuada.
01,148,A,538,10,3,De acuerdo; creo que sí que están sincronizadas a lo que ocurre y dice el presentador
01,148,A,538,11,3,Es correcta
01,148,A,538,13,3,Se lee correctamente
01,148,A,538,15,3,No se usa y no sería adecuado.
01,156,A,624,01,3,"Están centrados en la parte inferior, se dan anteriormente a que se hable y contrastan con el fondo"
01,156,A,624,02,3,La cantidad de líneas no excede en 2 y es cómodo y rápido de leer
01,180,A,1097,02,3,los subtítulos deben ocupar dos líneas y excepcionalmente tres 
01,180,A,1097,03,3,el texto debe de estar centrado respecto a la caja donde se muestran los subtitulos 
01,180,A,1097,16,3,"se deben escribir con letras los números naturales de cero a diez ambos inclusive excepto cuando vayan acompañados de abreviaturas, signos y símbolos. "
01,180,A,1097,17,3,se deben corregir las incorrecciones del habla 
01,186,A,1189,01,3,en ocasiones es muy útil poder cambiar el subtitulado a otra posición.
01,186,A,1189,07,3,"los personajes están identificados pero prefiero la identificación con colores, las siglas pueden confundir en primera instancia"
01,203,A,1117,17,3,me parece correcto
01,206,A,1120,02,3,"Dos, tres líneas parece un número adecuado."
01,206,A,1120,04,3,"Optimo, blanco sobre oscuro."
01,206,A,1120,09,3,Nada que añadir.
01,206,A,1120,11,3,"En líneas generales, correcta."
01,206,A,1120,12,3,Adecuado.
01,206,A,1120,13,3,Correcta.
01,206,A,1120,14,3,Suficiente.
01,207,A,1126,05,3,Ok
01,207,A,1126,07,3,Ok
01,207,A,1126,12,3,Ok
01,207,A,1126,15,3,Ok
01,207,A,1126,16,3,Ok
01,207,A,1126,17,3,Ok
01,212,A,1153,07,3,lo de usar apodos para los nombres no me ha gustado mucho
01,12,A,916,01,4,Ok
01,12,A,916,02,4,Ok
01,12,A,916,03,4,Ok
01,12,A,916,04,4,Ok
01,12,A,916,05,4,Ok
01,12,A,916,06,4,Ok
01,12,A,916,07,4,Ok
01,12,A,916,08,4,Ok
01,12,A,916,09,4,Ok
01,12,A,916,10,4,Ok
01,12,A,916,11,4,Ok
01,12,A,916,13,4,Ok
01,12,A,916,14,4,Ok
01,12,A,916,17,4,Ok
01,21,A,802,02,4,No sobrepasan dos líneas
01,21,A,802,04,4,buen contraste
01,21,A,802,13,4,"Bien, sin serifa."
01,23,A,38,01,4,"Están centrados, son de dos líneas, contraste adecuado de color de la letra, incluye la interrupción del teléfono y el nombre de quien llama..."
01,23,A,38,02,4,muy adecuado al no superar las 2 líneas
01,23,A,38,03,4,"centrada, no obstaculiza la visión"
01,23,A,38,04,4,contraste de caja negra con letras blancas facilita la lectura
01,23,A,38,05,4,todo correcto
01,23,A,38,07,4,"cuando llama ""Emi"" por teléfono"
01,23,A,38,08,4,la intervencón de cada persona se recoge en una línea distinta para facilitar la comprensión
01,23,A,38,09,4,entre paréntesis cuando suena el teléfono
01,23,A,38,10,4,bien sincronizado
01,23,A,38,15,4,al dejar abierta la enumeración de personas que hacen uso de los subtítulos
01,37,A,683,02,4,"El subtitulado debe ocupar dos líneas y, excepcionalmente, 3"
01,68,A,59,01,4,Están en la parte inferior de la pantalla
01,68,A,59,02,4,Ocupan 2 líneas como máximo
01,68,A,59,03,4,Están centrados dentro de la caja
01,68,A,59,04,4,Es correcto: letra blanca sobre fondo negro.
01,68,A,59,05,4,Es correcta
01,68,A,59,06,4,Es exacta
01,68,A,59,08,4,Se respeta. Cada personaje en una línea distinta
01,68,A,59,09,4,Se aplica cuando suena el teléfono
01,72,A,224,03,4,El texto estaba centrado en el recuadro
01,72,A,224,04,4,Los colores del texto y el fondo permiten que sea fácilmente legible
01,72,A,224,05,4,No se encontraban faltas graves de ortografía
01,72,A,224,06,4,Se transcriben de manera exacta las voces y sonidos del vídeo
01,72,A,224,07,4,Los nombres de las personas quedan reflejadas en los diálogos
01,72,A,224,10,4,Se realiza una transcripción a tiempo real
01,72,A,224,15,4,Los puntos suspensivos ayudan a facilitar el contexto o entonación en el que se realizan las intervenciones
01,73,A,867,01,4,Están situados en la parte inferior y centrados como especifica la norma.
01,73,A,867,02,4,"consiste un una o dos líneas de subtitulos, siendo el máximo 3 según la norma"
01,73,A,867,04,4,El subtitulo está encapculado en un fondo oscuro que resalta su contraste
01,73,A,867,05,4,Es un suntitulo escrito correctamenmte
01,73,A,867,07,4,"Cuando es necesario, diálogos, se identifica a cada personaje que participa."
01,73,A,867,09,4,identificados en mayúsculas y entre paréntesis
01,73,A,867,10,4,se adaptan ala voz del personaje
01,73,A,867,12,4,la norma dicta 37 caracteres por línia
01,76,A,428,01,4,"La posición es correcta, centrada"
01,76,A,428,02,4,"Dos líneas, debe de haber tres máximo"
01,77,A,73,01,4,"texto contrastada, buen tamaño de letra, transcipción de lo que sucede"
01,77,A,73,02,4,más de dos lineas puede hacerse excesivo
01,77,A,73,03,4,centrado y con espacios a los lados para poder centrar la atención y la lecturabilidad mejore
01,77,A,73,08,4,Necesario para la comprension de quien gabla y aparece de un modo u otro en el video
01,77,A,73,09,4,nombran el uso del telefono
01,84,A,338,02,4,Máximo de dos líneas.
01,84,A,338,03,4,Texto centrado.
01,84,A,338,04,4,Elevado contraste.
01,84,A,338,08,4,Las intervenciones de cada personaje se muestran en líneas independientes.
01,84,A,338,17,4,"Más que incorrecciones, se trata del marcado acento de la persona que aparece en el vídeo. "
01,85,A,35,01,4,que siempre se tengan subtítulos ayudan a todos
01,85,A,35,02,4,sino sería mucha información
01,85,A,35,04,4,Sino no se ven bien
01,85,A,35,05,4,Una mala ortografía lo empeora todo
01,85,A,35,06,4,Para tener información fidedigna
01,85,A,35,07,4,Se requiere para saber quien esta hablando
01,85,A,35,08,4,Es más visual
01,85,A,35,09,4,Las personas sordas requieren de informarse que esta pasando
01,85,A,35,11,4,La velocidad es importante sino nos perdemos de información
01,87,A,76,01,4,Se encuentra en el encuadre correcto
01,98,A,211,02,4,Nada de añadir
01,98,A,211,06,4,Nada de añadir
01,98,A,211,07,4,Nada de añadir
01,98,A,211,12,4,Nada de añadir
01,98,A,211,13,4,Nada de añadir
01,108,A,281,01,4,Me han parecido perfectamente posicionados
01,108,A,281,02,4,No superaba las dos (creo recordar)
01,108,A,281,03,4,Perfecto
01,108,A,281,04,4,Ayudaba mucho el cajetín sombreado
01,108,A,281,05,4,No he notado nada raro
01,108,A,281,06,4,Perfecto
01,108,A,281,12,4,Me ha resultado cómodo de seguir
01,108,A,281,13,4,Muy claro
01,108,A,281,14,4,Bien
01,114,A,291,01,4,Es  una ayuda más.
01,114,A,291,03,4,Siempre centrado.
01,114,A,291,04,4,Tiene que ser todo legible
01,114,A,291,05,4,Evita errores
01,114,A,291,07,4,Poder llevar un orden y saber quien es quien
01,114,A,291,08,4,Saber quien participa o habla en el momento.
01,116,A,298,02,4,"No superan las 2 líneas o 3 a lo sumo, que se recomiendan"
01,116,A,298,04,4,Se leen los subtítulos con facilidad
01,116,A,298,07,4,Se identifica a cada uno de los intervinientes con sus nombres en mayúsculas
01,116,A,298,10,4,están sincronizadas con el sonido
01,123,A,362,02,4,La generalidad ha sido de dos líneas de subtítulo.
01,123,A,362,03,4,Centrado. Bien
01,123,A,362,04,4,Blanco sobre negro. Buen contraste
01,123,A,362,09,4,Entre paréntesis. Bien
01,124,A,369,01,4,Están centrados y en la parte inferior
01,124,A,369,02,4,se utilizan dos lineas como máximo
01,124,A,369,06,4,"los subtítulos recogen todo lo que se dice y además cuando suena el teléfono, por ejemplo"
01,124,A,369,07,4,Se utiliza el nombre en mayúsculas y entre paréntesis
01,124,A,369,08,4,Cada personaje utiliza una linea diferente
01,125,A,380,01,4,"Conjugar entre la letra suficientemente legible y que ésta no entorpezca la imagen es, a veces, difícil. Hay que practicar"
01,137,A,496,02,4,Permite leer de una forma cómoda el texto y no invade mucho la imagen que se proyecta. 
01,138,A,498,03,4,Se encuentra centrado
01,138,A,498,04,4,"Buen contraste entre negro y blanco, teniendo en cuenta el fondo del vídeo"
01,142,A,519,01,4,El texto está centrado en la parte inferior
01,142,A,519,02,4,esta en 2 líneas
01,142,A,519,03,4,el texto está centrado
01,142,A,519,04,4,el fondo es negro y las letras blancas
01,142,A,519,05,4,es correcto ortográfica y gramaticalmente
01,142,A,519,06,4,está bien
01,142,A,519,07,4,Se entiende muy bien cuando habla un personaje u otro
01,142,A,519,08,4,está separado por guiones
01,142,A,519,09,4,está entre paréntesis
01,142,A,519,10,4,van en los huecos sonoros del vídeo
01,142,A,519,11,4,Da tiempo a leerlos
01,142,A,519,12,4,No sobrepasa los 40 caracteres
01,142,A,519,13,4,La tipografía es adecuada
01,142,A,519,14,4,No parte palabras y frases en cada línea
01,142,A,519,16,4,Los números menores de 10 van escritos con letra
01,144,A,523,01,4,Está situado en el centro de la imagen 
01,144,A,523,02,4,No deben ponerse más de dos líneas
01,144,A,523,03,4,Centrado
01,144,A,523,04,4,Son blancos y destacan sobre el fondo
01,144,A,523,05,4,Se han seguido las reglas ortográficas
01,144,A,523,06,4,Reproducía la conversación literalmente
01,144,A,523,07,4,En paréntesis se identificaba a las dos personas (EMI) y (ALE)
01,144,A,523,09,4,Identifica la llamada telefónica.
01,144,A,523,10,4,correctos
01,144,A,523,11,4,Mantienen la velocidad de lectura y la sincronía con el audio
01,144,A,523,13,4,El tamaño y la letra eran correctos
01,144,A,523,14,4,No se realiza ninguna separación
01,144,A,523,15,4,Se utilizan para marcar una pausa...
01,146,A,536,01,4,"La posición, abajo y centrada es la correcta."
01,146,A,536,04,4,Fondo negro y letras blancas pienso que es lo adecuado.
01,146,A,536,07,4,describe los nombres de los personajes.
01,147,A,537,02,4,limidads a 2-3
01,170,A,850,01,4,centrados
01,170,A,850,02,4,2 o 3 líneas máximo
01,170,A,850,03,4,centrados
01,170,A,850,04,4,texto blanco
01,170,A,850,05,4,Sin faltas ortográficas
01,180,A,1097,01,4,"conforme a la normativa europea une 153010 2012, es de obligado cumplimiento "
01,180,A,1097,04,4,se tiene que tener un contraste suficiente 
01,180,A,1097,05,4,los subtítulos deben de estar correctos ortográfica y gramaticalmente 
01,180,A,1097,06,4,los subtítulos tienen que ser literales 
01,180,A,1097,07,4,"deben de estar identificados los personajes, mediante colores, su nombre entre paréntesis y en mayúsculas "
01,180,A,1097,09,4,"se debe identificar música, autor, titulo de la canción, ruidos de fondo, sonidos de animales, cosas. "
01,180,A,1097,10,4,"la entrada y salida de  los subtítulos deben de coincidir con el movimiento labial, con la locución y con la información sonora "
01,180,A,1097,11,4,"debe permitir leerlo sin dificultad, velocidad máxima es de 12 caracteres por segundo "
01,180,A,1097,12,4,es de 37 
01,180,A,1097,13,4,la elección de tipografía corresponde a lo criterios de máxima legalidad 
01,183,A,977,01,4,Se encontraba centrado en la parte inferior del video
01,183,A,977,02,4,tenia doble linea 
01,183,A,977,04,4,poseia un muy buen contraste (fondo negro y letras blancas)
01,183,A,977,06,4,Expresaba todos los elementos propios del video
01,183,A,977,10,4,aparecía en la medida que los protagonistas habalaban
01,183,A,977,13,4,era de facil lectura
01,186,A,1189,02,4,dos líneas como máximo para dar tiempo a leerlas
01,186,A,1189,03,4,la posición permite distinguir el texto claramente
01,186,A,1189,04,4,máximo contraste para leer sin problemas
01,186,A,1189,05,4,la corrección gramatical evita confusiones
01,186,A,1189,06,4,"los subtítulos no deben inventarse, sino ser fieles a lo que ocurre en el video"
01,186,A,1189,08,4,bien
01,186,A,1189,09,4,sin los sonidos relevantes no se entendería la acción del video
01,186,A,1189,10,4,"bien, están en tiempo"
01,186,A,1189,11,4,da tiempo a leer
01,186,A,1189,12,4,"igual que el número de líneas, permite leerlo todo"
01,186,A,1189,13,4,es una tipografía clara y distinguible
01,186,A,1189,14,4,es correcta
01,186,A,1189,15,4,ayudan a seguir el diálogo
01,186,A,1189,16,4,es correcto
01,186,A,1189,17,4,se debe ser fiel al diálogo
01,187,A,1011,17,4,Todo correcto
01,207,A,1126,01,4,Ok
01,207,A,1126,02,4,Ok
01,207,A,1126,03,4,Ok
01,207,A,1126,04,4,Ok
01,207,A,1126,06,4,Ok
01,207,A,1126,10,4,Ok
01,207,A,1126,11,4,Ok
01,207,A,1126,13,4,Ok
01,207,A,1126,14,4,Ok
01,212,A,1153,01,4,están bien visibles
01,212,A,1153,02,4,son poquitas
01,212,A,1153,03,4,bien acotado
01,212,A,1153,04,4,se diferencia claramente el texto
01,212,A,1153,05,4,correcta
01,212,A,1153,06,4,es una representación visual que transmite lo mismo que el vídeo
01,212,A,1153,08,4,bien asignadas
01,212,A,1153,09,4,son descritos tal cual
01,212,A,1153,10,4,correcto
01,212,A,1153,11,4,da tiempo a leer
01,212,A,1153,12,4,no hay demasiados
01,212,A,1153,13,4,muy legible
01,84,A,338,16,5,No aplica.
01,97,A,788,17,5,no.
01,105,A,260,16,5,"Que yo recuerde, no se han mencionado números"
01,144,A,523,16,5,No aparecen
01,144,A,523,17,5,No hay incorrecciones
01,206,A,1120,15,5,Nada que añadir.
01,206,A,1120,16,5,Nada que añadir.
01,206,A,1120,17,5,Nada que añadir.
01,212,A,1153,14,5,no me he fijado
01,212,A,1153,15,5,no me he fijado
01,212,A,1153,16,5,no me he fijado
01,212,A,1153,17,5,no entiendo a qué se refiere este apartado
01,17,B,411,07,0,"Aúnque aparecen los nombres de los personajes entre paréntesis, es confuso, porque las intervenciones de ambos a veces aparecen en la misma línea."
01,17,B,411,09,0,No describe el ring del teléfono.
01,24,B,645,05,0,"Hay faltas de ortografía, separación de palabras..."
01,24,B,645,07,0,Mejor con colores
01,24,B,645,08,0,Deberían aparecer en líneas separadas
01,24,B,645,09,0,No se indica que suena el teléfono
01,24,B,645,14,0,Se separan sintagmas
01,29,B,622,09,0,No he visto la descripción del sonido telefónico 
01,43,B,1037,01,0,Van cambiando de posición. Deberían mantenerse en la misma posición (centrados en la parte inferior de la pantalla) durante todo el video.
01,43,B,1037,02,0,Ocupan más de dos líneas a veces de manera innecesaria. En ocasiones el contenido cabría en una línea y se divide en dos.
01,43,B,1037,05,0,"Hay faltas de ortografía (""ban""), faltan signos de puntuación, etc. Se parten palabras em dos líneas."
01,43,B,1037,08,0,En algún punto del video no cambia la línea cuando cambia de participante.
01,43,B,1037,09,0,"No se describe el efecto sonoro del teléfono. Debería aparecer ""(Suena el teléfono)""."
01,43,B,1037,14,0,No se cumple esta condición. Se separan palabras con unas sílabas en una línea y otras en la siguiente.
01,47,B,33,09,0,no hay
01,52,B,1018,07,0,No se identifica.
01,52,B,1018,09,0,Mal.
